CODE_CLIENT,RAISON,STATUT_MARITAL,TITRE,TITRE_COEMP,GARANTIE,ASSURANCE,LOGEMENT,TYPE_LOGEMENT,PROFESSION,ENFANTS,ANCIENNETE_BANCAIRE,SALAIRE,SALAIRE_COEMP,NB_PERS,REVENU/TETE,LOYER,AGE,EMPRUNTS_COURANTS,DUREE_EMPRUNT,REMBOURSEMENT,SUCCES
231,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Cadre,0,22,16089,22622,2,19355,4000,40,1364,3,Rapide,O
232,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Cadre,0,32,13660,0,1,13660,1920,55,1364,4,Lent,O
233,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,2,18,12192,6408,4,4650,2240,40,372,4,Lent,O
236,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,1,4,18912,18700,3,12537,5040,32,477,3,Rapide,O
243,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Cadre,1,8,11644,0,3,3881,4640,51,0,4,Lent,O
244,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,0,10,6974,0,2,3487,0,29,1240,3,Rapide,O
249,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,1,5,10053,10028,3,6693,2998,27,0,3,Rapide,O
250,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Employe,0,10,6168,0,1,6168,0,26,0,4,Lent,O
252,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,0,4,8280,8347,2,8313,960,43,1116,3,Rapide,O
253,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,0,20,5678,3057,2,4367,2352,57,868,4,Lent,O
254,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,2,1,897,1171,4,517,0,29,0,4,Lent,O
255,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,1,19,8990,13152,3,7380,960,36,691,4,Lent,O
258,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Cadre,2,10,18912,0,4,4728,2480,40,1860,3,Rapide,O
259,TV,Marie,M.,Mme,Oui,Oui,Famille,Maison,Representant,3,12,7200,0,5,1440,0,27,478,3,Rapide,O
260,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,0,20,8222,11918,2,10070,0,41,2170,4,Lent,O
261,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe,0,28,10195,10396,2,10295,1600,50,0,3,Rapide,O
263,Courrier,Separe,Mme,Aucun,Non,Oui,Locataire,Appartement,Representant,1,16,6432,0,2,3216,1320,35,1193,3,Rapide,O
264,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Employe,0,9,8131,0,1,8131,0,26,806,4,Lent,O
267,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,1,10,8352,7540,3,5297,720,33,1116,4,Lent,O
268,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Chomeur,0,20,0,0,2,0,960,39,279,2,Normal,O
269,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,2,6240,0,1,6240,0,22,427,4,Lent,O
270,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,10,16800,0,1,16800,1760,51,0,3,Rapide,O
272,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,0,17,4238,5347,2,4792,0,40,0,1,Rapide,O
273,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,1,20,5568,2904,3,2824,416,45,0,4,Lent,O
274,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,2,1,14400,0,4,3600,1440,33,0,3,Rapide,O
276,TV,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,1,15,10497,0,2,5248,0,35,744,4,Lent,O
284,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,2,11,9120,10252,4,4843,1600,39,744,4,Lent,O
290,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Cadre,1,9,16320,0,2,8160,0,45,1426,4,Lent,O
294,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Representant,2,10,6388,4651,4,2759,3200,29,930,3,Rapide,O
295,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Representant,0,8,11520,0,1,11520,0,26,2108,3,Lent,O
296,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,25,8928,8630,3,5852,1600,42,868,4,Lent,O
297,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe,2,20,7575,8511,4,4021,2970,33,0,4,Lent,O
298,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,0,7761,0,1,7761,1992,25,1075,4,Lent,O
299,Courrier,Celibataire,Mme,Aucun,Non,Oui,Proprietaire,Maison,Cadre,0,6,5565,0,1,5565,0,26,848,4,Lent,O
301,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,20,5529,0,1,5529,0,72,0,4,Lent,O
302,Autre,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Enseignant,2,5,11520,0,3,3840,3200,42,316,3,Lent,O
305,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,2,6926,0,1,6926,0,20,0,3,Rapide,O
306,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,1,9,20640,0,2,10320,1600,38,0,4,Lent,O
310,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,17,8160,0,1,8160,860,62,874,4,Lent,O
316,Courrier,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Retraite,2,11,2688,3019,4,1426,3840,29,0,4,Lent,O
319,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Enseignant,2,4,7392,8088,4,3870,0,53,496,4,Lent,O
320,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,30,5712,9508,2,7610,848,55,1860,4,Lent,O
321,TV,Celibataire,Mme,M.,Oui,Non,Famille,Maison,Chomeur,3,10,0,0,5,0,0,38,939,4,Lent,O
322,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,3,15,14054,12840,5,5378,4560,37,1116,4,Lent,O
323,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,2,12,5947,3662,4,2402,720,33,372,3,Rapide,O
325,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,2,11,9265,12831,4,5524,0,27,256,2,Normal,O
326,Autre,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,1,16,7800,0,2,3900,2560,35,0,4,Lent,O
327,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,35,7713,10502,2,9107,0,56,1488,3,Rapide,O
328,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,8,5760,0,3,1920,1440,29,0,4,Lent,O
329,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,5,3648,0,3,1216,1064,46,0,4,Lent,O
330,Courrier,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,4,9360,0,1,9360,0,27,809,3,Lent,O
332,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Cadre,0,7,7680,0,1,7680,1040,50,775,3,Lent,O
335,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Cadre,0,10,8784,0,1,8784,1040,27,248,4,Lent,O
337,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,2,6441,0,1,6441,0,27,0,3,Rapide,O
339,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,7,6436,8716,2,7576,720,29,1373,4,Lent,O
344,Autre,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,18,5280,0,1,5280,0,60,0,2,Normal,O
345,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,10,7862,0,2,3931,768,67,744,4,Lent,O
346,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,15,8275,7632,2,7953,652,32,248,4,Lent,O
348,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,2,2,6806,0,4,1701,1204,44,1047,3,Rapide,O
349,TV,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,1,9,11184,0,2,5592,1760,41,843,3,Lent,O
350,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,1,5,10824,10449,3,7091,2856,28,0,3,Rapide,O
351,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Inactif,0,23,6297,0,1,6297,2160,55,0,4,Lent,O
353,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,12,1824,1795,2,1809,1920,54,0,4,Lent,O
355,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Representant,1,2,6902,0,2,3451,1840,24,539,4,Lent,O
359,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,1,10,9004,11526,3,6843,0,30,259,1,Rapide,O
360,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,0,18,6144,0,2,3072,0,59,0,3,Rapide,O
361,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,1,19,3542,2361,3,1967,0,42,0,4,Lent,O
362,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,1,25,10027,0,2,5013,0,44,0,4,Lent,O
363,TV,Veuf,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,8,2880,2328,2,2604,0,59,0,4,Lent,O
365,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Retraite,0,4,5798,0,1,5798,1600,26,372,4,Lent,O
366,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,0,8,22752,22243,2,22497,3520,37,744,4,Lent,O
367,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Representant,0,9,7968,0,1,7968,0,24,992,4,Lent,O
369,Autre,Separe,Mme,Aucun,Non,Oui,Proprietaire,Appartement,Retraite,0,43,10105,0,1,10105,1871,67,685,4,Lent,O
370,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe,1,22,10934,9355,3,6763,1864,50,868,4,Lent,O
371,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Employe,0,3,3216,0,1,3216,0,23,0,1,Rapide,O
372,TV,Celibataire,Mme,Aucun,Non,Oui,Locataire,Appartement,Employe,3,7,4454,0,4,1113,808,40,486,4,Lent,O
373,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,2,12,7516,0,4,1879,2080,45,1302,4,Lent,O
375,TV,Concubin,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,1,16,7102,0,3,2367,3711,34,0,3,Rapide,O
376,Courrier,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,0,1267,0,1,1267,0,57,0,1,Rapide,O
377,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Enseignant,0,5,19200,16934,2,18067,1764,52,2852,3,Rapide,O
378,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Employe de bureau,1,21,10022,0,2,5011,3200,44,496,4,Lent,O
379,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,1,16,960,1483,3,814,1360,36,0,3,Lent,O
381,TV,Separe,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,1,27,7070,0,2,3535,0,48,744,4,Lent,O
383,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,4,5856,0,1,5856,1040,39,0,3,Rapide,O
384,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,30,20572,0,2,10286,0,78,0,4,Lent,O
385,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,3,15,9528,10252,5,3956,2480,40,136,3,Rapide,O
387,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe de bureau,2,2,10560,7627,4,4546,0,39,911,4,Lent,O
389,Courrier,Divorce,Mme,Aucun,Non,Non,Proprietaire,Appartement,Employe,0,28,8083,0,1,8083,1600,52,530,4,Lent,O
394,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,20,8390,0,2,4195,960,43,496,4,Lent,O
396,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Cadre,0,5,7444,0,1,7444,0,24,930,3,Rapide,O
400,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,1,1,5553,0,2,2776,1192,46,806,4,Lent,O
402,Courrier,Concubin,M.,Aucun,Non,Non,Locataire,Maison,Retraite,1,4,8208,0,2,4104,464,69,0,3,Lent,O
403,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Enseignant,1,15,14227,0,2,7113,3984,56,0,3,Rapide,O
404,TV,Concubin,M.,Mme,Oui,Non,Locataire,Maison,Representant,1,14,6340,6835,3,4391,0,30,1550,4,Lent,O
405,Courrier,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Cadre,0,13,11280,0,1,11280,0,37,992,3,Rapide,O
406,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,4,8,5625,2937,6,1427,816,36,1240,4,Lent,O
407,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,5,11606,18033,2,14819,7400,34,0,3,Rapide,O
408,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,2,6,8448,0,3,2816,1120,34,372,4,Lent,O
410,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,10,9600,0,1,9600,1460,44,0,4,Lent,O
411,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Cadre,1,3,7444,4008,3,3817,2480,44,2647,4,Lent,O
412,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,4,19,5524,7915,6,2239,0,38,1106,3,Rapide,O
413,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Chomeur,3,19,0,0,5,0,1932,32,438,4,Lent,O
414,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Employe de bureau,0,2,5649,0,1,5649,0,22,573,1,Rapide,O
417,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,0,4032,0,1,4032,0,61,0,2,Normal,O
418,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,8,9120,0,1,9120,1840,31,248,4,Lent,O
423,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,0,7,6571,8505,2,7538,3424,35,1221,4,Lent,O
424,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,48,600,955,2,777,0,69,620,3,Rapide,O
427,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,60,4891,0,1,4891,480,75,0,4,Lent,O
428,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,0,23,9763,8659,2,9211,880,48,2046,3,Lent,O
429,Autre,Celibataire,Mlle,Aucun,Non,Oui,Famille,Maison,Representant,0,6,16418,0,1,16418,1298,35,0,3,Rapide,O
431,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,0,25,11212,10056,2,10634,2720,43,1023,4,Lent,O
432,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,17,4080,0,1,4080,0,59,403,3,Rapide,O
433,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,19,7200,4300,5,2300,1520,46,0,3,Rapide,O
434,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,1,15,8064,0,3,2688,400,39,1209,4,Lent,O
435,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe de bureau,2,15,7516,4459,4,2993,876,35,372,3,Lent,O
437,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Inactif,0,9,6710,0,1,6710,0,57,0,4,Lent,O
439,TV,Marie,Mme,M.,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,10,13454,11116,2,12285,0,57,744,4,Lent,O
441,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,17,9120,12038,3,7052,8000,43,0,3,Rapide,O
442,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,13,7540,0,2,3770,1200,46,0,4,Lent,O
443,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,19,11164,0,1,11164,920,42,992,1,Rapide,O
445,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,2,22,8640,11256,4,4974,3600,39,0,4,Lent,O
447,Courrier,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Employe de bureau,0,0,6729,0,1,6729,1440,26,0,3,Rapide,O
449,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Inactif,1,8,0,0,3,0,0,46,1395,4,Lent,O
450,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,2,6720,0,1,6720,0,30,372,4,Lent,O
452,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,12,7963,0,1,7963,0,33,558,4,Lent,O
455,Courrier,Veuf,Mme,Aucun,Non,Non,Proprietaire,Appartement,Employe,0,27,7328,0,1,7328,0,65,0,4,Lent,O
456,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,11,5817,3393,5,1842,1040,28,124,4,Lent,O
458,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,0,24547,0,2,12273,2160,51,5958,4,Lent,O
460,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,3,17,6441,6259,5,2540,2160,35,620,4,Lent,O
462,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,12,8779,9590,5,3673,1760,37,496,1,Rapide,O
463,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,18,8928,12100,4,5257,3200,35,0,4,Lent,O
464,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,0,7200,0,1,7200,0,36,0,4,Lent,O
465,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Employe,0,2,6897,0,1,6897,1236,38,1178,4,Lent,O
466,Autre,Celibataire,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,0,25,7296,4622,2,5959,1600,45,1550,4,Lent,O
467,TV,Marie,M.,Mme,Oui,Oui,Famille,Maison,Representant,3,11,7356,7883,5,3047,0,31,514,3,Rapide,O
469,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,5,6624,0,5,1324,0,27,1240,4,Lent,O
470,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,21,8894,0,3,2964,816,47,796,4,Lent,O
476,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Representant,0,13,7296,0,1,7296,880,30,0,4,Lent,O
477,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,30,3676,1905,2,2790,0,64,248,4,Lent,O
478,TV,Divorce,M.,Aucun,Non,Non,Locataire,Maison,Retraite,0,20,5760,0,1,5760,0,59,0,4,Lent,O
479,TV,Marie,M.,Mme,Oui,Oui,Famille,Maison,Representant,3,11,8104,7560,5,3132,0,30,479,3,Rapide,O
480,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,0,5760,6772,5,2506,3804,39,1736,4,Lent,O
483,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe de bureau,4,2,13228,13228,6,4409,3040,39,868,4,Lent,O
484,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,0,30,0,0,2,0,2236,57,620,4,Lent,O
485,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,1,10,6768,3720,3,3496,0,30,728,4,Lent,O
486,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,12,6902,0,1,6902,1116,29,0,3,Rapide,O
487,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,10,4680,4536,2,4608,0,65,496,4,Lent,O
488,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,8,12480,0,1,12480,0,32,1240,4,Lent,O
494,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,19,6048,0,2,3024,2336,55,195,3,Lent,O
497,Courrier,Celibataire,Mlle,Aucun,Non,Oui,Locataire,Appartement,Employe de bureau,0,4,9710,0,1,9710,800,27,248,3,Lent,O
498,Autre,Celibataire,M.,Mme,Oui,Non,Locataire,Appartement,Employe de bureau,0,18,9888,0,2,4944,1320,40,744,4,Lent,O
500,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Chomeur,3,18,0,0,5,0,2115,31,448,4,Lent,O
504,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Inactif,3,15,0,0,5,0,1120,31,496,2,Normal,O
505,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe,3,10,7761,8491,5,3250,2128,34,672,1,Rapide,O
506,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,4,3,0,0,6,0,192,29,124,4,Lent,O
508,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,23,4992,0,1,4992,0,62,372,3,Rapide,O
509,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,25,5280,3465,2,4372,0,69,1302,4,Lent,O
512,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,4,8548,0,1,8548,1280,24,124,4,Lent,O
513,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,4,8572,11702,3,6758,464,28,678,1,Rapide,O
516,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,7,4992,3676,2,4334,1280,32,0,3,Rapide,O
517,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,3,4,5668,5318,5,2197,2760,37,992,4,Lent,O
518,Autre,Marie,Mme,Aucun,Non,Non,Locataire,Maison,Cadre,0,30,27148,0,1,27148,0,56,0,4,Lent,O
520,TV,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Inactif,0,5,5649,3720,2,4684,1600,25,0,4,Lent,O
521,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,21,6926,5659,2,6292,960,41,940,4,Lent,O
522,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,13,8016,4156,3,4057,4080,44,0,4,Lent,O
525,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Chomeur,3,19,0,0,5,0,2157,35,395,4,Lent,O
526,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,2,11,5841,4324,4,2541,1352,29,992,3,Rapide,O
528,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Inactif,0,18,10348,0,1,10348,0,53,0,4,Lent,O
530,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Chomeur,0,17,0,0,2,0,3000,50,0,4,Lent,O
531,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe,0,4,6782,0,1,6782,0,35,306,3,Rapide,O
534,TV,Marie,M.,Mme,Oui,Oui,Locataire,Maison,Ouvrier qualifie,2,10,7680,7900,4,3895,2120,33,719,4,Lent,O
535,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,2,4,3019,0,4,754,480,35,930,4,Lent,O
541,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,4,0,6081,4094,6,1695,2560,39,322,4,Lent,O
543,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Employe,2,17,7344,0,3,2448,0,37,0,3,Lent,O
545,Autre,Celibataire,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,0,25,7296,4732,2,6014,1600,45,1550,4,Lent,O
547,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,1,10,10780,0,3,3593,1760,37,1240,4,Lent,O
552,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,2,15,9072,0,4,2268,2560,50,0,4,Lent,O
555,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,2,10,13905,9211,4,5779,1716,42,310,2,Normal,O
557,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Employe de bureau,2,15,9609,0,3,3203,1600,42,620,3,Lent,O
558,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,1,25,14400,12148,3,8849,2400,46,2170,3,Rapide,O
560,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Chomeur,3,20,0,0,5,0,4000,44,372,4,Lent,O
561,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,1,37,0,0,3,0,0,62,3720,4,Lent,O
563,Autre,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,20,10560,0,1,10560,0,44,0,3,Rapide,O
566,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,17,7891,0,1,7891,960,38,248,4,Lent,O
567,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,4,6,6254,0,6,1042,1056,38,372,3,Lent,O
571,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,1,18,9600,4953,3,4851,1320,43,868,4,Lent,O
572,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Representant,2,20,7008,9763,4,4192,0,35,0,3,Lent,O
573,Autre,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,10,5049,0,1,5049,0,52,1054,4,Lent,O
575,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,5,5,6657,0,7,951,1284,33,0,4,Lent,O
578,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Employe de bureau,2,20,7968,0,3,2656,3028,43,0,4,Lent,O
579,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,0,10,9262,14345,2,11803,0,30,227,1,Rapide,O
580,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,11,9340,0,2,4670,0,48,0,4,Lent,O
583,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Cadre,1,20,16632,0,2,8316,6400,46,0,4,Lent,O
584,TV,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,10,6048,7070,2,6559,1280,28,186,2,Normal,O
585,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Employe de bureau,1,18,9820,0,2,4910,1084,39,992,4,Lent,O
587,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,2,12,4896,7003,4,2974,0,29,744,4,Lent,O
